,ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status,Cleaned_Location,Coordinates,Error_Logging
120,182560059-Assignment Completed,182560059,2018-09-13 00:30:59,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
121,182552976-Unable to Locate Complainant,182552976,2018-09-13 00:30:11,"1103 W LINCOLN AV,MKE",2,TRBL W/SUBJ,Unable to Locate Complainant,"1103 W LINCOLN AV,MILWAUKEE","{'lat': 43.00258, 'lng': -87.92624}",
122,182560043-Unable to Locate Complainant,182560043,2018-09-13 00:28:08,"1605 W GRANT ST,MKE",2,TRBL W/SUBJ-DV,Unable to Locate Complainant,"1605 W GRANT ST,MILWAUKEE","{'lat': 43.00457, 'lng': -87.933547}",
123,182560017-Assignment Completed,182560017,2018-09-13 00:09:22,"4115 N 56TH ST,MKE",7,RETURN STATION,Assignment Completed,"4115 N 56TH ST,MILWAUKEE","{'lat': 43.091323, 'lng': -87.984621}",
124,182560013-Advised,182560013,2018-09-13 00:06:30,"8220 W HAMPTON AV,MKE",7,SUSP PERS/AUTO,Advised,"8220 W HAMPTAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
125,182560071-Advised,182560071,2018-09-13 00:38:48,"2220 N BREMEN ST,MKE",5,SUSP PERS/AUTO,Advised,"2220 N BREMEN ST,MILWAUKEE","{'lat': 43.059534, 'lng': -87.900023}",
126,182560080-Assignment Completed,182560080,2018-09-13 00:37:28,"6141 N HOPKINS ST,MKE",4,PATROL,Assignment Completed,"6141 N HOPKINS ST,MILWAUKEE","{'lat': 43.126926, 'lng': -87.972566}",
127,182560078-Service in Progress,182560078,2018-09-13 00:37:15,"6352 N 84TH ST,MKE",4,FOLLOW UP,Service in Progress,"6352 N 84TH ST,MILWAUKEE","{'lat': 43.13343, 'lng': -88.014877}",
128,182560077-Assignment Completed,182560077,2018-09-13 00:37:02,"1570 S MUSKEGO AV,MKE",2,TAVERN CHECK,Assignment Completed,"1570 S MUSKEGO AV,MILWAUKEE","{'lat': 43.01433, 'lng': -87.935333}",
129,182560075-Service in Progress,182560075,2018-09-13 00:36:37,"1526 W CONGRESS ST,MKE",5,TRAFFIC STOP,Service in Progress,"1526 W CONGRESS ST,MILWAUKEE","{'lat': 43.097057, 'lng': -87.930018}",
130,182560074-Assignment Completed,182560074,2018-09-13 00:36:14,"W ROOSEVELT DR / N SHERMAN BL,MKE",7,NON PURSUIT NO P,Assignment Completed,"W ROOSEVELT DR & N SHERMAN BL,MILWAUKEE","{'lat': 43.086911, 'lng': -87.964232}",
131,182560072-Assignment Completed,182560072,2018-09-13 00:35:56,"502 W GARFIELD AV,MKE",5,FOLLOW UP,Assignment Completed,"502 W GARFIELD AV,MILWAUKEE","{'lat': 43.059275, 'lng': -87.917362}",
132,182560070-Assignment Completed,182560070,2018-09-13 00:35:16,"110 E LAYTON AV,MKE",6,BUSINESS CHECK,Assignment Completed,"110 E LAYTAV,MILWAUKEE","{'lat': 43.082018, 'lng': -87.889534}",
133,182560089-Service in Progress,182560089,2018-09-13 00:43:47,"600 W OKLAHOMA AV,MKE",6,PATROL,Service in Progress,"600 W OKLAHOMA AV,MILWAUKEE","{'lat': 42.988136, 'lng': -87.919097}",
134,182560007-Service in Progress,182560007,2018-09-13 00:43:11,"2920 N 4TH ST,MKE",5,JUV CONVEY,Service in Progress,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
135,182560087-Advised,182560087,2018-09-13 00:42:52,"3342 S CHASE AV,MKE",6,TRAFFIC STOP,Advised,"3342 S CHASE AV,MILWAUKEE","{'lat': 42.983674, 'lng': -87.908964}",
136,182560063-Advised,182560063,2018-09-13 00:42:19,"1737 N WATER ST,MKE",1,TRBL W/SUBJ,Advised,"1737 N WATER ST,MILWAUKEE","{'lat': 43.05382, 'lng': -87.903472}",
137,182560083-Assignment Completed,182560083,2018-09-13 00:42:01,"N 27TH ST / W BURLEIGH ST,MKE",5,ACC PI,Assignment Completed,"N 27TH ST & W BURLEIGH ST,MILWAUKEE","{'lat': 43.073388, 'lng': -87.947316}",
138,182560085-Assignment Completed,182560085,2018-09-13 00:41:35,"11800 W SILVER SPRING DR,MKE",4,BUSINESS CHECK,Assignment Completed,"11800 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.117763, 'lng': -88.059907}",
139,182560064-Service in Progress,182560064,2018-09-13 00:40:35,"2333 N 49TH ST,MKE",3,ASSIGNMENT,Service in Progress,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
140,182560084-Service in Progress,182560084,2018-09-13 00:40:15,"1631 S 35TH ST,MKE",2,TRAFFIC STOP,Service in Progress,"1631 S 35TH ST,MILWAUKEE","{'lat': 43.013589, 'lng': -87.957756}",
141,182560076-Service in Progress,182560076,2018-09-13 00:40:10,"2512 N 24TH ST,MKE",3,INJ PERSON/SICK,Service in Progress,"2512 N 24TH ST,MILWAUKEE","{'lat': 43.06458, 'lng': -87.942076}",
142,182560066-Service in Progress,182560066,2018-09-13 00:49:18,"2333 N 49TH ST,MKE",3,PROPERTY PICKUP,Service in Progress,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
143,182552769-Service in Progress,182552769,2018-09-13 00:48:02,"3888 N 22ND ST,MKE",5,SUBJ WANTED,Service in Progress,"3888 N 22ND ST,MILWAUKEE","{'lat': 43.087727, 'lng': -87.939416}",
144,182560098-City Citation(s) Issued,182560098,2018-09-13 00:47:25,"2500 S 13TH ST,MKE",2,TRAFFIC STOP,City Citation(s) Issued,"2500 S 13TH ST,MILWAUKEE","{'lat': 42.99902, 'lng': -87.928192}",
145,182560095-Service in Progress,182560095,2018-09-13 00:46:33,"6929 W SILVER SPRING DR,MKE",4,FOLLOW UP,Service in Progress,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
146,182560015-Service in Progress,182560015,2018-09-13 00:46:25,"615 E BRADY ST,MKE",1,NOISE NUISANCE,Service in Progress,"615 E BRADY ST,MILWAUKEE","{'lat': 43.052716, 'lng': -87.904153}",
147,182560094-Assignment Completed,182560094,2018-09-13 00:46:04,"2920 N 4TH ST,MKE",5,SPECIAL ASSIGN,Assignment Completed,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
148,182560091-Service in Progress,182560091,2018-09-13 00:45:38,"3071 N 60TH ST,MKE",7,BUSINESS CHECK,Service in Progress,"3071 N 60TH ST,MILWAUKEE","{'lat': 43.075033, 'lng': -87.987637}",
149,182560090-Assignment Completed,182560090,2018-09-13 00:45:33,"5311 S HOWELL AV,MKE",6,BUSINESS CHECK,Assignment Completed,"5311 S HOWELL AV,MILWAUKEE","{'lat': 42.948298, 'lng': -87.91138}",
150,182560084-City Citation(s) Issued,182560084,2018-09-13 00:40:15,"1631 S 35TH ST,MKE",2,TRAFFIC STOP,City Citation(s) Issued,"1631 S 35TH ST,MILWAUKEE","{'lat': 43.013589, 'lng': -87.957756}",
151,182560075-Advised,182560075,2018-09-13 00:36:37,"1526 W CONGRESS ST,MKE",5,TRAFFIC STOP,Advised,"1526 W CONGRESS ST,MILWAUKEE","{'lat': 43.097057, 'lng': -87.930018}",
152,182560061-Assignment Completed,182560061,2018-09-13 00:31:25,"S 76TH ST / W OKLAHOMA AV,MKE",6,PATROL,Assignment Completed,"S 76TH ST & W OKLAHOMA AV,MILWAUKEE",,"{'input': {'address_components': {'city': 'Milwaukee', 'state': 'OK', 'country': 'US'}, 'formatted_address': 'Milwaukee, OK'}, 'results': []}"
153,182560043-Advised/Referral,182560043,2018-09-13 00:28:08,"1605 W GRANT ST,MKE",2,TRBL W/SUBJ-DV,Advised/Referral,"1605 W GRANT ST,MILWAUKEE","{'lat': 43.00457, 'lng': -87.933547}",
154,182560016-Advised,182560016,2018-09-13 00:14:02,"7879 N 60TH ST,MKE",4,FAMILY TROUBLE,Advised,"7879 N 60TH ST,MILWAUKEE","{'lat': 43.161088, 'lng': -87.985672}",
155,182552928-Advised,182552928,2018-09-13 00:04:09,"3522 N 85TH ST,MKE",7,TRBL W/SUBJ-DV,Advised,"3522 N 85TH ST,MILWAUKEE","{'lat': 43.08305, 'lng': -88.018413}",
156,182560100-Service in Progress,182560100,2018-09-13 00:54:01,"1131 S 22ND ST,MKE",2,TRBL W/SUBJ,Service in Progress,"1131 S 22ND ST,MILWAUKEE","{'lat': 43.019446, 'lng': -87.941165}",
157,182560060-Advised,182560060,2018-09-13 00:52:35,"4038 N 92ND ST,MKE",7,TRBL W/SUBJ,Advised,"4038 N 92ND ST,MILWAUKEE","{'lat': 43.090606, 'lng': -88.027181}",
158,182560104-Assignment Completed,182560104,2018-09-13 00:51:30,"2426 N FARWELL AV,MKE",1,BUSINESS CHECK,Assignment Completed,"2426 N FARWELL AV,MILWAUKEE","{'lat': 43.061891, 'lng': -87.883326}",
159,182560103-Advised,182560103,2018-09-13 00:51:15,"1300 W COLLEGE AV,MKE",6,BUSINESS CHECK,Advised,"1300 W COLLEGE AV,MILWAUKEE","{'lat': 42.930804, 'lng': -87.930117}",
160,182560102-Service in Progress,182560102,2018-09-13 00:51:06,"3006 S 27TH ST,MKE",6,RETURN STATION,Service in Progress,"3006 S 27TH ST,MILWAUKEE","{'lat': 42.990377, 'lng': -87.947407}",
161,182560101-Assignment Completed,182560101,2018-09-13 00:50:05,"415 N 35TH ST,MKE",3,TRAFFIC STOP,Assignment Completed,"415 N 35TH ST,MILWAUKEE","{'lat': 43.034984, 'lng': -87.957874}",
162,182560064-Assignment Completed,182560064,2018-09-13 00:40:35,"2333 N 49TH ST,MKE",3,ASSIGNMENT,Assignment Completed,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
163,182560115-Assignment Completed,182560115,2018-09-13 00:59:10,"6707 W HAMPTON AV,MKE",7,BUSINESS CHECK,Assignment Completed,"6707 W HAMPTAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
164,182560114-Advised,182560114,2018-09-13 00:59:03,"2767 N TEUTONIA AV,MKE",5,TRAFFIC STOP,Advised,"2767 N TEUTONIA AV,MILWAUKEE","{'lat': 43.069076, 'lng': -87.930011}",
165,182560113-Service in Progress,182560113,2018-09-13 00:58:54,"245 W LINCOLN AV,MKE",2,REPORTS,Service in Progress,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
166,182560112-Assignment Completed,182560112,2018-09-13 00:58:34,"11800 W SILVER SPRING DR,MKE",4,CITIZEN CONTACT,Assignment Completed,"11800 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.117763, 'lng': -88.059907}",
167,182560109-Service in Progress,182560109,2018-09-13 00:56:49,"2394 E NORTH AV,MKE",1,TRBL W/SUBJ,Service in Progress,"2394 E NORTH AV,MILWAUKEE","{'lat': 43.060255, 'lng': -87.880602}",
168,182560095-Advised,182560095,2018-09-13 00:46:33,"6929 W SILVER SPRING DR,MKE",4,FOLLOW UP,Advised,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
169,182560089-Assignment Completed,182560089,2018-09-13 00:43:47,"600 W OKLAHOMA AV,MKE",6,PATROL,Assignment Completed,"600 W OKLAHOMA AV,MILWAUKEE","{'lat': 42.988136, 'lng': -87.919097}",
170,182560048-Advised,182560048,2018-09-13 00:28:14,"9015 W THURSTON AV,MKE",4,MEET GOVT AGENCY,Advised,"9015 W THURSTAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
171,182560009-To be Filed,182560009,2018-09-13 00:20:52,"N 42ND ST / W TOWNSEND ST,MKE",7,ACC PDO,To be Filed,"N 42ND ST & W TOWNSEND ST,MILWAUKEE","{'lat': 43.081105, 'lng': -87.965496}",
172,182560122-Service in Progress,182560122,2018-09-13 01:04:05,"245 W LINCOLN AV,MKE",2,REPORTS,Service in Progress,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
173,182552892-Service in Progress,182552892,2018-09-13 01:03:42,"3959 N 19TH PL,MKE",5,STOLEN VEHICLE,Service in Progress,"3959 N 19TH PL,MILWAUKEE","{'lat': 43.089102, 'lng': -87.935992}",
174,182560120-Assignment Completed,182560120,2018-09-13 01:03:23,"1825 W HAMPTON AV,MKE",7,BUSINESS CHECK,Assignment Completed,"1825 W HAMPTAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
175,182560111-Service in Progress,182560111,2018-09-13 01:02:46,"5721 N 94TH ST,MKE",4,FAMILY TROUBLE,Service in Progress,"5721 N 94TH ST,MILWAUKEE","{'lat': 43.121868, 'lng': -88.029803}",
176,182560119-Service in Progress,182560119,2018-09-13 01:02:38,"2452 S 18TH ST,MKE",2,FOLLOW UP,Service in Progress,"2452 S 18TH ST,MILWAUKEE","{'lat': 43.000048, 'lng': -87.93524}",
177,182560118-Assignment Completed,182560118,2018-09-13 01:01:13,"2841 N MARTIN L KING JR DR,MKE",5,INJ PERSON/SICK,Assignment Completed,"2841 N DOCTOR M.L.K. DR,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
178,182560106-Service in Progress,182560106,2018-09-13 01:00:11,"8605 N GRANVILLE RD,MKE",4,BATTERY DV,Service in Progress,"8605 N GRANVILLE RD,MILWAUKEE","{'lat': 43.173752, 'lng': -88.041931}",
179,182560091-Assignment Completed,182560091,2018-09-13 00:45:38,"3071 N 60TH ST,MKE",7,BUSINESS CHECK,Assignment Completed,"3071 N 60TH ST,MILWAUKEE","{'lat': 43.075033, 'lng': -87.987637}",
180,182560038-To be Filed,182560038,2018-09-13 00:23:07,"3626 W FOND DU LAC AV,MKE",7,REPORTS,To be Filed,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
181,182560129-Service in Progress,182560129,2018-09-13 01:09:17,"N 68TH ST / W HAMPTON AV,MKE",7,ACC PDO,Service in Progress,"N 68TH ST & W HAMPTAV,MILWAUKEE","{'lat': 43.068032, 'lng': -87.997279}",
182,182560131-Service in Progress,182560131,2018-09-13 01:09:06,"2920 N 4TH ST,MKE",5,REPORTS,Service in Progress,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
183,182560130-Service in Progress,182560130,2018-09-13 01:08:43,"545 W LAYTON AV,MKE",6,BUSINESS CHECK,Service in Progress,"545 W LAYTAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
184,182560127-Advised,182560127,2018-09-13 01:08:11,"8009 N 94TH ST,MKE",4,SUSP PERS/AUTO,Advised,"8009 N 94TH ST,MILWAUKEE","{'lat': 43.16365, 'lng': -88.029302}",
185,182560124-Advised,182560124,2018-09-13 01:06:01,"N 76TH ST / W COURTLAND AV,MKE",7,TRAFFIC STOP,Advised,"N 76TH ST & W COURTLAND AV,MILWAUKEE","{'lat': 43.103033, 'lng': -88.006941}",
186,182560123-Assignment Completed,182560123,2018-09-13 01:05:02,"N SHERMAN BL / W DOUGLAS AV,MKE",4,BUS INVESTIGATIO,Assignment Completed,"N SHERMAN BL & W DOUGLAS AV,MILWAUKEE","{'lat': 43.045962, 'lng': -87.963536}",
187,182560119-Assignment Completed,182560119,2018-09-13 01:02:38,"2452 S 18TH ST,MKE",2,FOLLOW UP,Assignment Completed,"2452 S 18TH ST,MILWAUKEE","{'lat': 43.000048, 'lng': -87.93524}",
188,182560102-Assignment Completed,182560102,2018-09-13 00:51:06,"3006 S 27TH ST,MKE",6,RETURN STATION,Assignment Completed,"3006 S 27TH ST,MILWAUKEE","{'lat': 42.990377, 'lng': -87.947407}",
189,182560015-Advised,182560015,2018-09-13 00:46:25,"615 E BRADY ST,MKE",1,NOISE NUISANCE,Advised,"615 E BRADY ST,MILWAUKEE","{'lat': 43.052716, 'lng': -87.904153}",
190,182560040-Assignment Completed,182560040,2018-09-13 00:23:32,"602 S 2ND ST,MKE",2,BUSINESS CHECK,Assignment Completed,"602 S 2ND ST,MILWAUKEE","{'lat': 43.024908, 'lng': -87.911772}",
191,182552986-To be Filed,182552986,2018-09-13 00:16:11,"611 N BROADWAY,MKE",1,THEFT FROM PERSN,To be Filed,"611 N BROADWAY,MILWAUKEE","{'lat': 43.037774, 'lng': -87.908039}",
192,182560137-Service in Progress,182560137,2018-09-13 01:13:29,"245 W LINCOLN AV,MKE",2,REPORTS,Service in Progress,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
193,182560136-Service in Progress,182560136,2018-09-13 01:11:43,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Service in Progress,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
194,182560047-Advised,182560047,2018-09-13 01:11:31,"3510 N 7TH ST,MKE",5,THEFT,Advised,"3510 N 7TH ST,MILWAUKEE","{'lat': 43.081854, 'lng': -87.919362}",
195,182560134-Service in Progress,182560134,2018-09-13 01:10:46,"5024 N 55TH ST,MKE",7,SUSP PERS/AUTO,Service in Progress,"5024 N 55TH ST,MILWAUKEE","{'lat': 43.108996, 'lng': -87.980856}",
196,182560135-City Citation(s) Issued,182560135,2018-09-13 01:10:11,"2040 W LAYTON AV,MKE",6,TRAFFIC STOP,City Citation(s) Issued,"2040 W LAYTAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
197,182560132-Service in Progress,182560132,2018-09-13 01:10:02,"5194 N 63RD ST,MKE",7,ENTRY,Service in Progress,"5194 N 63RD ST,MILWAUKEE","{'lat': 43.111877, 'lng': -87.989446}",
198,182560130-Assignment Completed,182560130,2018-09-13 01:08:43,"545 W LAYTON AV,MKE",6,BUSINESS CHECK,Assignment Completed,"545 W LAYTAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
199,182560122-Assignment Completed,182560122,2018-09-13 01:04:05,"245 W LINCOLN AV,MKE",2,REPORTS,Assignment Completed,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
200,182560100-Advised,182560100,2018-09-13 00:54:01,"1131 S 22ND ST,MKE",2,TRBL W/SUBJ,Advised,"1131 S 22ND ST,MILWAUKEE","{'lat': 43.019446, 'lng': -87.941165}",
201,182560051-Assignment Completed,182560051,2018-09-13 00:27:27,"6929 W SILVER SPRING DR,MKE",4,PRISONER TRANS,Assignment Completed,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
202,182560146-Assignment Completed,182560146,2018-09-13 01:19:31,"7038 W MILL RD,MKE",4,ROBBERY ARMED,Assignment Completed,"7038 W MILL RD,MILWAUKEE","{'lat': 43.134452, 'lng': -87.999327}",
203,182560145-Assignment Completed,182560145,2018-09-13 01:18:19,"3903 W VILLARD AV,MKE",7,BUSINESS CHECK,Assignment Completed,"3903 W VILLARD AV,MILWAUKEE","{'lat': 43.111674, 'lng': -87.961693}",
204,182560144-Assignment Completed,182560144,2018-09-13 01:17:40,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Assignment Completed,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
205,182560140-Assignment Completed,182560140,2018-09-13 01:16:43,"2920 N 4TH ST,MKE",5,RETURN STATION,Assignment Completed,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
206,182560139-Service in Progress,182560139,2018-09-13 01:16:22,"749 W STATE ST,MKE",1,POLICE ADMIN,Service in Progress,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
207,182560138-Assignment Completed,182560138,2018-09-13 01:15:02,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
208,182560134-Unable to Locate Complainant,182560134,2018-09-13 01:10:46,"5024 N 55TH ST,MKE",7,SUSP PERS/AUTO,Unable to Locate Complainant,"5024 N 55TH ST,MILWAUKEE","{'lat': 43.108996, 'lng': -87.980856}",
209,182560132-Advised/Referral,182560132,2018-09-13 01:10:02,"5194 N 63RD ST,MKE",7,ENTRY,Advised/Referral,"5194 N 63RD ST,MILWAUKEE","{'lat': 43.111877, 'lng': -87.989446}",
210,182560109-Open Investigation,182560109,2018-09-13 00:56:49,"2394 E NORTH AV,MKE",1,TRBL W/SUBJ,Open Investigation,"2394 E NORTH AV,MILWAUKEE","{'lat': 43.060255, 'lng': -87.880602}",
211,182552977-To be Filed,182552977,2018-09-13 00:29:09,"1621 S 15TH PL,MKE",2,PROPERTY DAMAGE,To be Filed,"1621 S 15TH PL,MILWAUKEE","{'lat': 43.013662, 'lng': -87.93207}",
212,182560147-Service in Progress,182560147,2018-09-13 01:24:52,"8030 N 94TH ST,MKE",4,WELFARE CITIZEN,Service in Progress,"8030 N 94TH ST,MILWAUKEE","{'lat': 43.16365, 'lng': -88.029302}",
213,182560154-Assignment Completed,182560154,2018-09-13 01:22:53,"3869 S 84TH ST,MKE",6,BUSINESS CHECK,Assignment Completed,"3869 S 84TH ST,MILWAUKEE","{'lat': 42.974045, 'lng': -88.018181}",
214,182560152-Service in Progress,182560152,2018-09-13 01:22:25,"2920 N 4TH ST,MKE",5,REPORTS,Service in Progress,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
215,182560150-Advised,182560150,2018-09-13 01:21:37,"N TEUTONIA AV / W FAIRMOUNT AV,MKE",7,TRAFFIC STOP,Advised,"N TEUTONIA AVE & W FAIRMOUNT AV,MILWAUKEE","{'lat': 43.108145, 'lng': -87.948461}",
216,182560149-Advised,182560149,2018-09-13 01:20:57,"5460 N 41ST ST,MKE",4,TRAFFIC STOP,Advised,"5460 N 41ST ST,MILWAUKEE","{'lat': 43.116967, 'lng': -87.963121}",
217,182560162-Service in Progress,182560162,2018-09-13 01:27:59,"2403 N 8TH ST,MKE",3,INVESTIGATION,Service in Progress,"2403 N 8TH ST,MILWAUKEE","{'lat': 43.062274, 'lng': -87.921781}",
218,182560161-Open Investigation,182560161,2018-09-13 01:27:39,"N TEUTONIA AV / W FLORIST AV,MKE",4,VEHICLE PURSUIT,Open Investigation,"N TEUTONIA AVE & W FLORIST AV,MILWAUKEE","{'lat': 43.126511, 'lng': -87.951889}",
219,182560158-Service in Progress,182560158,2018-09-13 01:27:28,"4587 N HOUSTON AV,MKE",7,BATTERY DV,Service in Progress,"4587 N HOUSTAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
220,182560157-Unable to Locate Complainant,182560157,2018-09-13 01:26:51,"3400-BLK N 44TH ST,MKE",7,FIRE,Unable to Locate Complainant,"3400- N 44TH ST,MILWAUKEE","{'lat': 43.080967, 'lng': -87.96857}",
221,182560165-Unable to Locate Complainant,182560165,2018-09-13 01:34:24,"1200-BLK S 31ST ST,MKE",2,THEFT,Unable to Locate Complainant,"1200- S 31ST ST,MILWAUKEE","{'lat': 43.019203, 'lng': -87.952582}",
222,182560176-Service in Progress,182560176,2018-09-13 01:33:48,"3006 S 27TH ST,MKE",6,ASSIGNMENT,Service in Progress,"3006 S 27TH ST,MILWAUKEE","{'lat': 42.990377, 'lng': -87.947407}",
223,182560175-Service in Progress,182560175,2018-09-13 01:33:29,"3000 S CHASE AV,MKE",6,TS TARGETED,Service in Progress,"3000 S CHASE AV,MILWAUKEE","{'lat': 42.989753, 'lng': -87.908856}",
224,182560170-Unable to Locate Complainant,182560170,2018-09-13 01:33:17,"3456 N 44TH ST,MKE",7,SHOTSPOTTER,Unable to Locate Complainant,"3456 N 44TH ST,MILWAUKEE","{'lat': 43.082348, 'lng': -87.968136}",
225,182560173-Service in Progress,182560173,2018-09-13 01:32:49,"3957 N 51ST BL,MKE",7,TRAFFIC STOP,Service in Progress,"3957 N 51ST BL,MILWAUKEE","{'lat': 43.089267, 'lng': -87.977396}",
226,182560171-Advised,182560171,2018-09-13 01:32:07,"S 6TH ST / W SCOTT ST,MKE",2,TRAFFIC STOP,Advised,"S 6TH ST & W SCOTT ST,MILWAUKEE","{'lat': 43.019089, 'lng': -87.918238}",
227,182560169-Service in Progress,182560169,2018-09-13 01:31:50,"3626 W FOND DU LAC AV,MKE",7,REPORTS,Service in Progress,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
228,182560168-Service in Progress,182560168,2018-09-13 01:31:35,"2920 N 4TH ST,MKE",5,REPORTS,Service in Progress,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
229,182560166-Unable to Locate Complainant,182560166,2018-09-13 01:31:33,"4858 N HOPKINS ST,MKE",7,SHOTSPOTTER,Unable to Locate Complainant,"4858 N HOPKINS ST,MILWAUKEE","{'lat': 43.105921, 'lng': -87.959995}",
230,182560167-Assignment Completed,182560167,2018-09-13 01:31:16,"9200 W BLUE MOUND RD,MKE",3,BUSINESS CHECK,Assignment Completed,"9200 W BLUE MOUND RD,MILWAUKEE","{'lat': 43.036216, 'lng': -88.027792}",
231,182560164-Assignment Completed,182560164,2018-09-13 01:30:03,"1958 S 15TH PL,MKE",2,FOLLOW UP,Assignment Completed,"1958 S 15TH PL,MILWAUKEE","{'lat': 43.008906, 'lng': -87.931777}",
232,182560147-Advised,182560147,2018-09-13 01:24:52,"8030 N 94TH ST,MKE",4,WELFARE CITIZEN,Advised,"8030 N 94TH ST,MILWAUKEE","{'lat': 43.16365, 'lng': -88.029302}",
233,182560137-To be Filed,182560137,2018-09-13 01:13:29,"245 W LINCOLN AV,MKE",2,REPORTS,To be Filed,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
